OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
NAVSTAR 56 (USA 180),2004-045A,2026-06-23T18:13:47.407872,2.00556268,.01698988,55.1318,324.6314,316.5740,26.7212,0,U,28474,999,15855,0,-.105E-5,0
SWIFT,2004-047A,2026-06-24T22:41:07.503072,15.69013211,.0001465,20.5513,125.0243,47.4003,312.6566,0,U,28485,999,18808,.46641E-3,.57656E-3,0
NANOSAT-1,2004-049B,2026-06-24T22:38:11.304096,14.80173165,.0002705,98.2285,312.7941,265.9586,94.1316,0,U,28493,999,15659,.12837E-3,.92E-5,0
COSMOS 2414,2005-002A,2026-06-25T02:33:04.967136,13.87926878,.0038988,82.9494,37.6556,308.1874,51.5780,0,U,28521,999,8491,.2085E-4,.4E-6,0
NSS-10,2005-003A,2026-06-25T04:38:09.904416,1.00271142,.0003036,6.4695,70.3593,21.6481,213.4041,0,U,28526,999,5323,0,-.248E-5,0
INMARSAT 4-F1,2005-009A,2026-06-24T22:02:47.916096,1.00272399,.0002906,5.1788,42.7747,51.8601,327.2385,0,U,28628,999,7775,0,.37E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2026-06-25T01:32:24.006336,14.91067615,.0002414,97.5306,198.7713,70.3208,289.8271,0,U,28649,999,14499,.13516E-3,.1286E-4,0
DIRECTV 8,2005-019A,2026-06-25T00:41:38.580864,1.00273164,.0003256,0.0162,61.7276,38.2934,64.5184,0,U,28659,999,7715,0,.1E-6,0
GALAXY 28 (G-28),2005-022A,2026-06-25T04:18:31.415328,1.00271115,.0002295,3.3184,78.8344,13.2261,218.8075,0,U,28702,999,5205,0,-.193E-5,0
SJ-7,2005-024A,2026-06-25T01:08:55.270752,15.21648570,.0015504,97.7285,206.3627,11.4535,348.7050,0,U,28737,999,14922,.38484E-3,.8653E-4,0
THAICOM 4,2005-028A,2026-06-25T01:11:26.094912,1.00271979,.0001973,0.2660,85.8374,354.3285,330.3945,0,U,28786,999,5232,0,-.353E-5,0
REIMEI (INDEX),2005-031B,2026-06-25T01:45:48.443040,15.10987047,.0020819,98.0144,300.4584,86.0615,274.2993,0,U,28810,999,13218,.33558E-3,.556E-4,0
ANIK F1R,2005-036A,2026-06-25T03:32:09.737088,1.00271991,.0004374,4.3332,76.4853,10.4415,132.1031,0,U,28868,999,4653,0,-.69E-6,0
NAVSTAR 57 (USA 183),2005-038A,2026-06-23T07:07:55.159680,2.00565318,.01279426,54.8729,272.9307,296.2134,37.1387,0,U,28874,999,15195,0,-.72E-6,0
SYRACUSE 3A,2005-041B,2026-06-24T21:25:16.791744,1.00271263,.0002806,4.6612,75.7435,13.5677,191.6875,0,U,28885,999,7582,0,.134E-5,0
BEIJING 1,2005-043A,2026-06-25T05:14:03.751008,14.63535860,.0013275,98.2920,309.4760,256.0216,103.9509,0,U,28890,999,10182,.42593E-4,.172E-5,0
SINAH 1,2005-043D,2026-06-25T04:28:35.329728,14.64162489,.0013231,98.2869,310.5558,249.2806,110.6978,0,U,28893,999,10169,.6724E-4,.304E-5,0
CUBESAT XI-V,2005-043F,2026-06-24T06:21:49.633920,14.72647893,.00141293,98.2991,331.0356,178.0583,182.0681,0,U,28895,999,10279,.19577932E-3,.1196E-4,0
INMARSAT 4-F2,2005-044A,2026-06-24T23:35:32.751744,1.00272215,.000324,5.1055,43.6925,39.9506,326.8574,0,U,28899,999,7560,0,-.256E-5,0
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-06-24T03:41:06.613728,12.55600655,.0008809,82.4696,303.2034,149.2724,24.2080,0,U,28908,999,93977,.18612317E-4,.13E-6,0
METEOSAT-9 (MSG-2),2005-049B,2026-06-23T23:32:58.585632,1.00276111,.00019691,9.3770,54.1031,353.1207,263.8503,0,U,28912,999,706,0,.123E-5,0
EUTELSAT 174A,2005-052A,2026-06-25T01:26:54.612384,1.00274022,.0006536,4.2397,76.4353,15.2878,17.1880,0,U,28924,999,5241,0,.15E-6,0
ECHOSTAR 10,2006-003A,2026-06-25T03:31:17.319072,1.00272380,.0001775,0.0210,327.1768,137.0733,111.6427,0,U,28935,999,7454,0,-.46E-6,0
SPAINSAT,2006-007A,2026-06-24T07:50:56.369184,1.00272000,.0005057,0.5821,86.4322,4.4541,269.1653,0,U,28945,999,7429,0,-.209E-5,0
JCSAT-5A,2006-010A,2026-06-25T01:14:55.760064,1.00272863,.0002225,1.1303,84.1549,355.3480,344.4721,0,U,29045,999,7384,0,-.319E-5,0
ASTRA 1KR,2006-012A,2026-06-25T04:08:06.777888,1.00274795,.0003671,0.4948,83.2477,7.0384,264.0693,0,U,29055,999,4577,0,.129E-5,0
RESURS-DK 1,2006-021A,2026-06-25T02:23:50.081280,15.13246973,.0006769,69.9325,319.0704,287.9882,72.0546,0,U,29228,999,10377,.11734E-3,.1983E-4,0
GALAXY 16 (G-16),2006-023A,2026-06-25T03:34:24.521088,1.00272158,.0002861,0.0420,138.4961,302.2598,147.1245,0,U,29236,999,7305,0,-.117E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-06-25T03:54:50.423904,14.64663437,.0015707,97.8313,0.2240,51.5815,82.6078,0,U,29268,999,6264,.31828E-4,.124E-5,0
EUTELSAT 33F,2006-032A,2026-06-24T04:14:55.103424,1.00274768,.00040496,1.6802,82.1787,8.9882,278.0006,0,U,29270,999,4737,0,.162E-5,0
JCSAT-3A,2006-033A,2026-06-25T01:13:48.368064,1.00272586,.0002361,0.0282,294.1982,162.8296,322.6140,0,U,29272,999,4781,0,-.335E-5,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-06-24T23:26:56.078016,1.00270862,.0001708,1.8056,82.9035,50.7768,244.2343,0,U,29349,999,4139,0,-.35E-5,0
HINODE (SOLAR-B),2006-041A,2026-06-25T00:29:32.431200,14.68632389,.001596,98.0544,192.0576,262.6030,97.3362,0,U,29479,999,5602,.11689E-3,.631E-5,0
NAVSTAR 58 (USA 190),2006-042A,2026-06-24T03:21:26.483904,2.00569486,.01067054,54.7116,151.0629,54.5858,65.8467,0,U,29486,999,14453,0,.68E-6,0
DIRECTV 9S,2006-043A,2026-06-25T03:33:47.081376,1.00271747,.0005354,2.4416,80.8160,17.3958,127.3223,0,U,29494,999,5146,0,-.106E-5,0
OPTUS D1,2006-043B,2026-06-24T21:55:18.634368,1.00271199,.0003685,3.0550,79.5685,6.0641,308.2264,0,U,29495,999,7219,0,-.177E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-06-25T04:55:07.227264,15.17020717,.0004725,97.6360,217.3319,107.8664,252.3085,0,U,29505,999,7348,.27114E-3,.5293E-4,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-06-25T05:03:19.190592,15.01393133,.0015384,97.7163,205.2201,37.8375,322.3927,0,U,29506,999,7194,.73139E-4,.884E-5,0
DMSP 5D-3 F17 (USA 191),2006-050A,2026-06-25T03:50:30.098112,14.14993779,.0010859,98.7378,182.5670,38.6062,321.5886,0,U,29522,999,1355,.29966E-4,.15E-6,0
BADR-4,2006-051A,2026-06-25T04:12:28.860192,1.00275956,.0005021,2.0256,81.0452,4.8291,285.0451,0,U,29526,999,5134,0,.164E-5,0
NAVSTAR 59 (USA 192),2006-052A,2026-06-21T21:44:14.544096,2.00558294,.00854923,54.9339,213.8191,90.7942,270.2511,0,U,29601,999,14350,0,.37E-6,0
WILDBLUE-1,2006-054A,2026-06-25T03:30:54.855072,1.00272688,.0001687,2.8238,80.3894,13.8906,120.5330,0,U,29643,999,5387,0,-.42E-6,0
LAPAN-TUBSAT,2007-001A,2026-06-25T03:11:21.474816,14.85954581,.0012562,98.1346,175.5361,153.9279,206.2571,0,U,29709,999,5233,-.4886E-5,-.1E-5,0
THEMIS A,2007-004A,2026-06-17T11:36:45.840960,0.87843948,.83670062,8.3808,109.7184,199.2254,78.3075,0,U,30580,999,4128,.15572678E-1,-.348E-5,0
SKYNET 5A,2007-007B,2026-06-24T02:49:59.768832,1.00272422,.00037282,5.3174,73.6576,23.9569,312.3809,0,U,30794,999,7076,0,-.268E-5,0
THEMIS D,2007-004D,2026-06-17T03:32:48.469344,0.87589082,.83319779,7.6675,80.4898,230.8824,268.0937,0,U,30797,999,4107,0,-.39E-5,0
THEMIS E,2007-004E,2026-06-18T13:02:07.869696,0.88041867,.84400719,6.3692,98.0709,215.6799,161.0349,0,U,30798,999,6593,0,-.327E-5,0
ANIK F3,2007-009A,2026-06-25T02:51:38.613024,1.00274513,.0002876,1.2183,83.7729,13.0187,100.6887,0,U,31102,999,4664,0,.7E-7,0
HAIYANG-1B,2007-010A,2026-06-25T04:27:18.146880,14.31028738,.0013554,98.3498,157.7208,172.3213,187.8181,0,U,31113,999,178,.50305E-4,.91E-6,0
SAUDISAT 3,2007-012B,2026-06-23T13:59:21.524064,14.71428609,.00140489,98.1456,124.9877,202.3766,157.6829,0,U,31118,999,2868,.38031442E-4,.185E-5,0
SAUDICOMSAT 7,2007-012C,2026-06-25T03:59:10.754880,14.66116975,.0055861,98.3780,150.4611,170.1476,190.0836,0,U,31119,999,2360,.92291E-4,.465E-5,0
SAUDICOMSAT 6,2007-012E,2026-06-25T03:54:46.418400,14.62566657,.0070612,98.4101,143.8279,302.6178,56.8220,0,U,31121,999,2135,.10563E-3,.501E-5,0
SAUDICOMSAT 5,2007-012H,2026-06-25T04:43:02.035776,14.68165928,.0048714,98.3492,151.2375,100.1412,260.5292,0,U,31124,999,2477,.11839E-3,.64E-5,0
SAUDICOMSAT 3,2007-012J,2026-06-23T22:02:45.501216,14.70715646,.00398643,98.3145,150.4814,32.4873,327.8774,0,U,31125,999,2581,.12438669E-3,.713E-5,0
SAUDICOMSAT 4,2007-012L,2026-06-25T03:33:41.677056,14.64518921,.0062292,98.3986,148.8814,232.8546,126.6957,0,U,31127,999,2245,.85569E-4,.412E-5,0
ASTRA 1L,2007-016A,2026-06-25T04:58:52.115232,1.00270706,.0005631,1.3427,81.5299,17.0991,224.9403,0,U,31306,999,4506,0,-.176E-5,0
GALAXY 17 (G-17),2007-016B,2026-06-25T03:38:24.136800,1.00271763,.0004534,2.9923,79.8060,15.7957,147.2863,0,U,31307,999,6988,0,-.199E-5,0
YAOGAN-2,2007-019A,2026-06-25T04:29:05.222400,14.82689000,.0019253,98.2640,37.0480,246.8009,113.1175,0,U,31490,999,2880,.11159E-3,.844E-5,0
GLOBALSTAR M069,2007-020C,2026-06-23T21:57:56.317824,12.23471321,.00021844,52.0019,233.0840,162.8189,8.5820,0,U,31573,999,87962,.67476061E-4,-.85E-6,0
GLOBALSTAR M072,2007-020D,2026-06-25T00:41:28.692384,11.91658399,.0001507,51.9936,79.3688,351.2980,108.7419,0,U,31574,999,87591,-.56335E-4,-.88E-6,0
COSMO-SKYMED 1,2007-023A,2026-06-25T03:43:44.699808,14.97139988,.0001835,97.8861,8.0782,92.4964,267.6468,0,U,31598,999,3098,.27655E-3,.3134E-4,0
TERRASAR-X,2007-026A,2026-06-23T10:46:51.723264,15.19148805,.00015926,97.4450,182.0655,87.2494,272.8923,0,U,31698,999,5417,.16170785E-4,.273E-5,0
COSMOS 2428,2007-029A,2026-06-24T03:39:35.134272,14.12927719,.00071337,70.9352,339.8524,121.6662,238.5156,0,U,31792,999,97913,-.431855E-6,-.49E-6,0
SAR-LUPE 2,2007-030A,2026-06-25T03:43:02.224704,15.51130872,.0003013,98.1045,281.5817,154.4143,205.7256,0,U,31797,999,5817,.6319E-3,.36875E-3,0
WORLDVIEW-1 (WV-1),2007-041A,2026-06-25T04:04:10.606080,15.24346148,.0001495,97.3879,295.7989,352.6943,7.4273,0,U,32060,999,4409,.27258E-3,.66E-4,0
INTELSAT 11 (IS-11),2007-044B,2026-06-24T22:39:51.795072,0.99048039,.0002898,3.5859,78.5824,84.2607,181.9419,0,U,32253,999,6852,0,-.19E-6,0
WGS F1 (USA 195),2007-046A,2026-06-25T03:50:30.964704,1.00269407,.0000236,0.0318,83.2857,22.6438,182.4899,0,U,32258,999,5241,0,-.258E-5,0
NAVSTAR 60 (USA 196),2007-047A,2026-06-24T04:55:30.601056,2.00554963,.0167026,54.1002,79.7762,87.5303,274.3912,0,U,32260,999,13695,0,-.76E-6,0
GLOBALSTAR M066,2007-048C,2026-06-23T21:20:22.654176,12.30386898,.00055944,51.9605,38.6732,58.3354,315.1701,0,U,32265,999,86105,-.39559393E-3,-.141E-5,0
COSMOS 2433 [GLONASS-M],2007-052A,2026-06-23T22:54:28.094112,2.13104086,.00027902,65.5727,315.7051,194.8015,165.1813,0,U,32275,999,14520,0,-.82E-6,0
COSMOS 2432 [GLONASS-M],2007-052B,2026-06-24T23:11:57.513696,2.13103129,.0007447,65.5880,315.7989,329.0779,31.2465,0,U,32276,999,14525,0,-.84E-6,0
YAOGAN-3,2007-055A,2026-06-25T04:21:40.553568,14.90810336,.0001954,97.8158,205.9807,81.6944,278.4496,0,U,32289,999,706,.2382E-3,.2288E-4,0
SKYNET 5B,2007-056B,2026-06-24T23:01:50.983104,1.00270003,.0003415,5.2713,73.4122,23.8058,186.4419,0,U,32294,999,6827,0,.144E-5,0
ASTRA 4A,2007-057A,2026-06-25T04:03:59.673024,1.00270658,.0002557,0.0221,313.6987,138.9700,246.4430,0,U,32299,999,5172,0,.42E-6,0
COSMO-SKYMED 2,2007-059A,2026-06-25T04:40:29.905248,14.82151117,.0001365,97.8888,359.6765,88.1561,271.9808,0,U,32376,999,319,.52165E-4,.363E-5,0
RADARSAT-2,2007-061A,2026-06-25T05:23:08.517696,14.29982566,.0001296,98.5782,183.0420,85.1093,275.0238,0,U,32382,999,96710,-.41524E-4,-.151E-5,0
NAVSTAR 61 (USA 199),2007-062A,2026-06-24T00:39:01.362240,2.00560588,.00358224,55.0261,273.8775,166.0586,192.8031,0,U,32384,999,13564,0,-.7E-6,0
HORIZONS-2,2007-063B,2026-06-25T03:41:38.826240,1.00271807,.0004131,2.6228,80.5350,4.6739,169.6993,0,U,32388,999,6789,0,-.246E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2026-06-24T05:49:29.226432,2.13101274,.00012183,64.3185,191.6780,329.6541,141.2402,0,U,32393,999,14392,0,.104E-5,0
COSMOS 2436 [GLONASS-M],2007-065C,2026-06-22T03:30:42.402240,2.13100062,.00172761,64.3269,191.8207,353.7327,81.1911,0,U,32395,999,14383,0,.84E-6,0
THURAYA-3,2008-001A,2026-06-25T04:21:57.951072,1.00008917,.0001852,6.0028,35.8135,142.7498,228.6687,0,U,32404,999,6757,0,.22E-6,0
THOR 5,2008-006A,2026-06-25T04:02:29.817024,1.00271012,.000265,0.0430,253.2367,202.3931,237.5532,0,U,32487,999,6739,0,0,0
AMC-14,2008-011A,2026-06-24T02:42:00.534816,1.00356055,.00451778,24.0123,20.4352,7.5191,352.4523,0,U,32708,999,6823,0,-.74E-6,0
NAVSTAR 62 (USA 201),2008-012A,2026-06-23T02:51:04.872096,2.00572612,.0211378,54.4982,149.6877,247.9177,109.8083,0,U,32711,999,13387,0,.72E-6,0
DIRECTV 11,2008-013A,2026-06-23T22:29:09.002400,1.00272226,.00001619,0.0386,177.2592,263.8545,69.0887,0,U,32729,999,4566,0,-.119E-5,0
ICO G1,2008-016A,2026-06-24T05:48:19.047168,1.00271311,.00024202,5.5303,36.1145,41.9562,188.5461,0,U,32763,999,6661,0,-.169E-5,0
VINASAT-1,2008-018A,2026-06-24T23:32:18.064032,1.00269270,.0001662,0.0265,299.2835,163.8699,294.9744,0,U,32767,999,6666,0,-.319E-5,0
STAR ONE C2,2008-018B,2026-06-25T03:49:38.563968,1.00271663,.0002882,1.2616,82.4045,19.1736,164.1384,0,U,32768,999,6673,0,-.268E-5,0
CARTOSAT-2A,2008-021A,2026-06-25T03:55:46.701408,14.79249226,.0013336,97.7633,224.6003,85.9408,274.3328,0,U,32783,999,97998,.11312E-3,.792E-5,0
CUTE-1.7+APD II (CO-65),2008-021C,2026-06-25T04:53:00.930336,15.09522910,.0008998,97.8276,157.7888,15.0140,345.1353,0,U,32785,999,98640,.35067E-3,.5562E-4,0
CANX-2,2008-021H,2026-06-25T04:43:19.867008,15.05671876,.0011013,97.8640,156.1303,27.6807,332.5003,0,U,32790,999,98601,.26695E-3,.3796E-4,0
SEEDS II (CO-66),2008-021J,2026-06-24T23:15:27.685152,15.32990296,.0000309,97.7519,174.2392,241.1908,118.9302,0,U,32791,999,98848,.6175E-3,.19623E-3,0
AMOS-3,2008-022A,2026-06-25T04:15:28.573056,1.00481471,.0002412,0.4763,86.1389,66.2906,229.6180,0,U,32794,999,8241,0,.125E-5,0
GALAXY 18 (G-18),2008-024A,2026-06-24T05:43:53.595264,1.00273802,.00030521,0.0181,329.9123,125.8975,139.5670,0,U,32951,999,4592,0,.32E-6,0
YUBILEINY (RS30),2008-025A,2026-06-25T03:30:37.543968,12.43179858,.0018612,82.5048,350.4885,295.6319,64.2838,0,U,32953,999,82068,.28088E-3,.49E-6,0
COSMOS 2437,2008-025B,2026-06-25T04:37:56.180640,12.42759611,.0019885,82.5029,352.4891,314.0079,165.5426,0,U,32954,999,82036,.11781E-3,.26E-6,0
COSMOS 2438,2008-025C,2026-06-25T03:52:48.567936,12.43369415,.0020336,82.5031,347.8631,287.8391,72.0471,0,U,32955,999,82082,.24532E-3,.44E-6,0
COSMOS 2439,2008-025D,2026-06-25T03:20:52.999584,12.43070806,.0020047,82.5080,352.8517,299.1210,60.7863,0,U,32956,999,82070,.56486E-3,.88E-6,0
FENGYUN 3A,2008-026A,2026-06-24T02:17:47.096736,14.19572310,.00098048,98.6884,115.7997,105.7515,254.4743,0,U,32958,999,93638,.39856081E-4,.41E-6,0
ZHONGXING-9,2008-028A,2026-06-24T23:21:04.140576,1.00271682,.000402,0.7897,85.2736,350.5829,279.9172,0,U,33051,999,6611,0,-.24E-5,0
FGRST (GLAST),2008-029A,2026-06-25T05:12:18.648864,15.23976521,.0008374,25.5803,148.7236,62.7059,297.4331,0,U,33053,999,99706,.90368E-4,.2588E-4,0
SKYNET 5C,2008-030A,2026-06-25T03:57:30.295008,1.00271920,.0004379,3.8095,76.9518,23.5775,214.3628,0,U,33055,999,6603,0,-.133E-5,0
TURKSAT 3A,2008-030B,2026-06-25T04:14:36.155904,1.00275277,.0005275,0.0311,67.6938,10.4391,300.8432,0,U,33056,999,5243,0,.155E-5,0
ECHOSTAR 11,2008-035A,2026-06-25T03:31:24.809088,1.00271812,.000273,1.0260,84.1079,353.8225,138.4046,0,U,33207,999,5129,0,-.49E-6,0
SUPERBIRD-C2,2008-038A,2026-06-24T23:33:25.456032,1.00274610,.000646,2.3813,81.1762,27.0322,294.2701,0,U,33274,999,10580,0,-.298E-5,0
INMARSAT 4-F3,2008-039A,2026-06-23T16:15:12.995136,1.00272135,.00026391,4.2975,31.6417,64.6132,321.3927,0,U,33278,999,4661,0,-.138E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-06-25T04:33:50.567040,14.84003507,.0020523,97.6686,161.7190,110.1140,250.2285,0,U,33320,999,95959,.18624E-3,.1505E-4,0
HUANJING 1B (HJ-1B),2008-041B,2026-06-25T05:31:41.810592,14.83327130,.0036764,97.6522,164.9050,154.6112,205.6919,0,U,33321,999,95960,.33834E-4,.228E-5,0
GEOEYE 1,2008-042A,2026-06-25T03:28:05.278656,14.64732136,.000508,98.1233,249.9749,49.9865,310.1783,0,U,33331,999,95131,.81498E-4,.387E-5,0
NIMIQ 4,2008-044A,2026-06-25T03:39:16.553088,1.00270195,.0001864,0.0162,310.5365,145.2362,150.3340,0,U,33373,999,6506,0,-.211E-5,0
GALAXY 19 (G-19),2008-045A,2026-06-25T03:35:01.959936,1.00272232,.0002873,0.0450,260.6023,202.5982,126.8539,0,U,33376,999,6498,0,-.13E-5,0
THEOS,2008-049A,2026-06-25T03:24:05.599872,14.20134495,.000117,98.5570,233.1673,82.6164,277.5146,0,U,33396,999,91909,.10546E-3,.183E-5,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-06-25T05:26:46.197312,15.17233414,.0010824,97.8413,209.8271,353.1507,6.9575,0,U,33408,999,96418,.23575E-3,.4623E-4,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-06-25T05:09:25.936992,15.04318874,.0019852,97.8562,196.2393,17.8110,342.3807,0,U,33409,999,96395,.92411E-4,.1227E-4,0
COSMO-SKYMED 3,2008-054A,2026-06-25T04:15:38.593728,15.06990742,.0014224,97.8276,34.8812,236.7922,123.1941,0,U,33412,999,95814,.20528E-3,.3013E-4,0
SHIYAN-3 (SY-3),2008-056A,2026-06-25T00:45:03.994272,14.30804582,.0014792,98.6062,202.4980,109.8313,250.4466,0,U,33433,999,91992,.57604E-4,.107E-5,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-06-25T04:52:44.276736,14.30153868,.0015354,98.6136,202.3902,114.5192,245.7593,0,U,33434,999,91976,-.30492E-4,-.123E-5,0
ASTRA 1M,2008-057A,2026-06-25T04:08:14.267040,1.00276070,.0005247,0.3173,82.6405,28.5929,243.5628,0,U,33436,999,4581,0,.131E-5,0
YAOGAN-4,2008-061A,2026-06-23T18:40:57.124416,14.83210614,.00154979,97.9306,108.2400,53.0026,307.2604,0,U,33446,999,94664,.96594528E-4,.736E-5,0
EUTELSAT HOTBIRD 13C,2008-065A,2026-06-25T03:48:16.180704,1.00273970,.000346,2.9708,79.1037,10.9208,190.0206,0,U,33459,999,4742,0,-.275E-5,0
GOSAT (IBUKI),2009-002A,2026-06-25T04:24:44.739360,14.67537891,.0001297,98.0899,287.1649,83.7587,276.3766,0,U,33492,999,93263,-.12852E-4,-.121E-5,0
STARS (KUKAI),2009-002G,2026-06-23T13:46:47.694432,14.95782350,.00091623,98.1542,122.1433,141.5230,218.6645,0,U,33498,999,93943,.22853371E-3,.2488E-4,0
KKS-1 (KISEKI),2009-002H,2026-06-25T03:36:08.430912,14.83142417,.0006361,98.1187,98.7185,264.3562,95.6926,0,U,33499,999,93737,.15989E-3,.1248E-4,0
EXPRESS-AM44,2009-007A,2026-06-25T03:59:30.105024,1.00271577,.0004207,3.4849,78.3039,6.9634,236.8962,0,U,33595,999,5236,0,-.83E-6,0
NSS-9,2009-008A,2026-06-25T03:12:14.601312,1.00273673,.0002268,1.2826,82.5957,355.8284,65.9830,0,U,33749,999,6360,0,.8E-6,0
TELSTAR 11N,2009-009A,2026-06-25T04:20:23.872704,1.00272497,.0002623,0.0424,81.7074,11.5310,207.6336,0,U,34111,999,4632,0,-.241E-5,0
NAVSTAR 63 (USA 203),2009-014A,2026-06-23T18:47:05.788896,2.00573453,.01433974,54.4826,210.3907,61.3702,117.4131,0,U,34661,999,12641,0,.66E-6,0
WGS F2 (USA 204),2009-017A,2026-06-24T23:11:05.098272,1.00273610,.0000446,0.0174,17.3747,109.7468,191.2697,0,U,34713,999,4569,0,.77E-6,0
SES-7 (PROTOSTAR 2),2009-027A,2026-06-24T23:25:33.710304,1.00270193,.0000776,0.0327,63.0556,106.5511,203.1349,0,U,34941,999,6270,0,-.336E-5,0
MEASAT-3A,2009-032A,2026-06-24T04:51:07.339392,1.00271164,.00031652,0.0269,26.0762,61.0151,58.0564,0,U,35362,999,810,0,-.103E-5,0
GOES 14,2009-033A,2026-06-24T21:51:11.527776,1.00108945,.0002175,1.7107,82.9596,17.1878,278.0393,0,U,35491,999,666,0,-.31E-5,0
FM-5,2009-034A,2026-06-25T03:38:01.672800,1.00270358,.0000747,0.0211,292.4740,47.4367,261.7228,0,U,35493,999,4672,0,-.19E-5,0
TERRESTAR-1,2009-035A,2026-06-24T04:38:38.723136,1.00270173,.00026179,5.1804,48.7950,40.3346,141.8619,0,U,35496,999,6220,0,-.53E-6,0
COSMOS 2451,2009-036A,2026-06-25T03:43:10.671168,12.40870632,.0006107,82.4880,87.4182,184.8060,175.2961,0,U,35498,999,76863,.12416E-3,.27E-6,0
COSMOS 2453,2009-036C,2026-06-25T03:00:54.895968,12.41519656,.0007143,82.4883,82.9723,140.1425,220.0180,0,U,35500,999,76896,.40595E-4,.15E-6,0
DEIMOS-1,2009-041A,2026-06-25T04:33:30.896352,14.75242781,.0002152,97.7413,333.0709,121.3378,238.8043,0,U,35681,999,90806,.22349E-4,.104E-5,0
DUBAISAT-1,2009-041B,2026-06-24T22:58:51.953664,14.75134291,.0011359,98.0059,309.1304,51.3880,308.8344,0,U,35682,999,90624,.12292E-3,.779E-5,0
UK-DMC 2,2009-041C,2026-06-25T03:46:24.756672,14.76061830,.0001128,97.8842,310.9294,92.1578,267.9761,0,U,35683,999,90774,.17209E-3,.1137E-4,0
APRIZESAT 4,2009-041D,2026-06-25T03:30:59.728032,14.83888656,.0042011,98.1409,251.6256,296.5869,63.1042,0,U,35684,999,91254,.77388E-4,.593E-5,0
NANOSAT 1B,2009-041E,2026-06-24T01:24:10.935360,14.93093416,.00502796,98.1175,293.9636,140.7917,219.6961,0,U,35685,999,91544,.14067961E-3,.1438E-4,0
APRIZESAT 3,2009-041F,2026-06-25T04:34:41.600064,14.96265947,.0062622,98.2074,329.7983,41.6843,318.9124,0,U,35686,999,91757,.11073E-3,.1232E-4,0
ASIASAT 5,2009-042A,2026-06-24T23:23:18.926304,1.00263654,.0001496,0.0449,62.3328,39.6297,262.5347,0,U,35696,999,6178,0,0,0
NAVSTAR 64 (USA 206),2009-043A,2026-06-23T14:50:40.363872,2.00554013,.00537894,56.2144,27.1991,83.4687,286.6867,0,U,35752,999,12349,0,-.97E-6,0
JCSAT-12 (JCSAT-RA),2009-044A,2026-06-25T01:14:55.760064,1.00271668,.0000181,0.0144,313.9178,309.2783,160.7695,0,U,35755,999,6168,0,-.318E-5,0
OPTUS D3,2009-044B,2026-06-24T04:49:59.947392,1.00270426,.00031872,0.8771,268.7051,187.1469,45.1352,0,U,35756,999,6163,0,-.138E-5,0
NIMIQ 5,2009-050A,2026-06-25T03:49:38.563968,1.00271531,.0002938,0.0408,271.5942,171.9364,174.4852,0,U,35873,999,6142,0,-.247E-5,0
OCEANSAT-2,2009-051A,2026-06-25T04:56:35.399328,13.99662047,.0015875,98.2321,162.2573,211.9146,148.1060,0,U,35931,999,88045,-.12071E-3,-.214E-5,0
SWISSCUBE,2009-051B,2026-06-24T00:14:56.767200,14.62492428,.00064478,98.4031,83.0175,180.0638,180.0563,0,U,35932,999,89015,.15858503E-3,.754E-5,0
BEESAT-1,2009-051C,2026-06-23T04:50:47.229792,14.61728503,.00045989,98.3960,81.8178,195.0342,165.0722,0,U,35933,999,89006,.13338749E-3,.616E-5,0
ITUPSAT1,2009-051E,2026-06-24T07:03:47.026656,14.60449650,.00066045,98.4043,82.1112,208.5040,151.5799,0,U,35935,999,88977,.13593293E-3,.61E-5,0
AMAZONAS 2,2009-054A,2026-06-25T03:49:38.563968,1.00271470,.0003488,1.8365,82.9576,12.8482,162.9173,0,U,35942,999,6126,0,-.251E-5,0
COMSATBW-1,2009-054B,2026-06-25T00:15:21.741120,1.00270985,.0003088,0.0567,142.7825,310.5922,246.6326,0,U,35943,999,6138,0,.34E-6,0
WORLDVIEW-2 (WV-2),2009-055A,2026-06-25T03:59:18.829824,14.37901503,.0004213,98.4734,249.5057,182.6248,177.4917,0,U,35946,999,87679,.43736E-4,.88E-6,0
DMSP 5D-3 F18 (USA 210),2009-057A,2026-06-25T04:51:52.174080,14.14901158,.001013,98.9040,156.9544,224.2658,135.7706,0,U,35951,999,86072,.15336E-3,.252E-5,0
